Date,Open,High,Low,Close,Adj Close,Volume
2019-08-29,590.789978,596.799988,578.849976,593.489990,593.489990,394800
2019-08-30,602.400024,604.989990,584.630005,594.599976,594.599976,289800
2019-09-03,587.190002,592.940002,573.919983,581.000000,581.000000,419300
2019-09-04,586.000000,594.789978,581.289978,590.000000,590.000000,379200
2019-09-05,602.020020,612.830017,597.159973,605.690002,605.690002,306600
2019-09-06,605.359985,608.989990,594.580017,597.789978,597.789978,198300
2019-09-09,608.400024,608.400024,555.929993,571.130005,571.130005,583900
2019-09-10,550.000000,559.000000,536.260010,549.169983,549.169983,1074000
2019-09-11,551.049988,574.090027,543.770020,560.880005,560.880005,672900
2019-09-12,568.440002,573.770020,559.989990,571.729980,571.729980,371800
2019-09-13,571.010010,573.969971,563.190002,566.830017,566.830017,415600
2019-09-16,557.549988,561.000000,548.719971,554.049988,554.049988,514800
2019-09-17,553.119995,559.059998,546.989990,549.979980,549.979980,431300
2019-09-18,548.280029,551.580017,530.760010,542.520020,542.520020,559400
2019-09-19,542.500000,556.530029,541.849976,549.309998,549.309998,448200
2019-09-20,549.000000,558.179993,543.119995,547.969971,547.969971,487900
2019-09-23,544.309998,547.780029,536.369995,540.090027,540.090027,299800
2019-09-24,542.539978,554.979980,534.099976,537.289978,537.289978,451600
2019-09-25,534.530029,553.890015,531.950012,551.869995,551.869995,367900
2019-09-26,552.239990,553.489990,540.840027,549.859985,549.859985,314100
2019-09-27,554.830017,554.830017,534.369995,541.520020,541.520020,337300
2019-09-30,545.840027,551.979980,536.059998,551.229980,551.229980,313900
2019-10-01,550.549988,563.539978,546.000000,550.429993,550.429993,272900
2019-10-02,551.450012,551.789978,538.890015,544.090027,544.090027,267200
2019-10-03,542.880005,559.179993,531.010010,558.190002,558.190002,305300
2019-10-04,560.559998,568.090027,549.599976,559.219971,559.219971,241400
2019-10-07,556.119995,559.479980,544.669983,548.869995,548.869995,263800
2019-10-08,544.299988,545.469971,523.780029,525.630005,525.630005,337600
2019-10-09,530.000000,537.570007,522.690002,532.030029,532.030029,426100
2019-10-10,530.000000,547.409973,530.000000,542.409973,542.409973,402700
2019-10-11,552.450012,560.979980,548.500000,554.210022,554.210022,492400
2019-10-14,552.979980,558.590027,551.479980,555.580017,555.580017,211600
2019-10-15,559.770020,572.929993,556.650024,566.549988,566.549988,416600
2019-10-16,567.059998,567.059998,545.000000,548.979980,548.979980,406900
2019-10-17,555.450012,558.969971,548.460022,549.250000,549.250000,378100
2019-10-18,549.909973,549.909973,534.150024,536.270020,536.270020,303000
2019-10-21,537.099976,546.940002,536.919983,545.380005,545.380005,253300
2019-10-22,545.489990,551.070007,535.159973,536.890015,536.890015,275300
2019-10-23,533.960022,548.330017,533.960022,541.409973,541.409973,236000
2019-10-24,545.479980,554.960022,543.190002,551.619995,551.619995,198500
2019-10-25,550.000000,559.479980,547.500000,549.809998,549.809998,270100
2019-10-28,554.000000,558.340027,539.000000,540.030029,540.030029,415200
2019-10-29,536.900024,544.630005,530.000000,542.010010,542.010010,272100
2019-10-30,542.010010,552.000000,535.000000,551.049988,551.049988,316100
2019-10-31,551.380005,554.989990,514.000000,521.520020,521.520020,961500
2019-11-01,520.099976,531.900024,488.369995,490.000000,490.000000,2169600
2019-11-04,498.839996,499.980011,470.100006,485.790009,485.790009,1366200
2019-11-05,485.410004,497.390015,477.209991,485.059998,485.059998,668500
2019-11-06,485.100006,504.549988,481.769989,482.950012,482.950012,628000
2019-11-07,487.450012,499.779999,485.450012,491.989990,491.989990,454300
2019-11-08,490.519989,498.640015,490.519989,494.420013,494.420013,387600
2019-11-11,491.420013,499.200012,489.579987,497.619995,497.619995,263700
2019-11-12,498.130005,504.940002,495.959991,499.500000,499.500000,726100
2019-11-13,499.000000,515.429993,496.600006,513.729980,513.729980,723700
2019-11-14,512.859985,539.679993,512.210022,536.539978,536.539978,870700
2019-11-15,541.099976,551.640015,538.000000,550.099976,550.099976,864400
2019-11-18,550.109985,552.320007,530.349976,533.010010,533.010010,624900
2019-11-19,533.299988,537.309998,518.190002,536.330017,536.330017,512400
2019-11-20,535.000000,547.979980,533.479980,547.849976,547.849976,584100
2019-11-21,548.619995,563.630005,546.479980,562.000000,562.000000,638000
2019-11-22,564.630005,567.469971,554.500000,565.500000,565.500000,433900
2019-11-25,567.229980,587.500000,566.969971,585.000000,585.000000,463900
2019-11-26,582.049988,586.989990,576.140015,583.150024,583.150024,525600
2019-11-27,586.250000,590.000000,580.000000,589.400024,589.400024,229800
2019-11-29,590.789978,598.549988,578.000000,580.580017,580.580017,297900
2019-12-02,579.869995,580.330017,555.880005,580.000000,580.000000,506900
2019-12-03,570.429993,577.289978,567.169983,575.239990,575.239990,414800
2019-12-04,580.770020,582.570007,574.020020,575.239990,575.239990,251300
2019-12-05,575.000000,580.979980,572.299988,578.520020,578.520020,266000
2019-12-06,584.429993,590.640015,580.510010,583.000000,583.000000,315500
2019-12-09,584.750000,595.250000,583.070007,584.559998,584.559998,364700
2019-12-10,583.440002,591.570007,581.059998,586.690002,586.690002,306700
2019-12-11,589.000000,589.000000,570.000000,580.309998,580.309998,462500
2019-12-12,582.960022,591.690002,578.500000,579.979980,579.979980,365400
2019-12-13,583.049988,591.979980,566.070007,567.669983,567.669983,631400
2019-12-16,571.000000,585.580017,567.020020,582.179993,582.179993,379600
2019-12-17,584.849976,586.289978,577.000000,585.840027,585.840027,253200
2019-12-18,586.659973,589.409973,576.849976,582.000000,582.000000,464800
2019-12-19,581.929993,586.580017,578.010010,582.549988,582.549988,556300
2019-12-20,582.869995,593.000000,574.190002,592.539978,592.539978,550500
2019-12-23,595.070007,602.750000,593.010010,594.150024,594.150024,264800
2019-12-24,594.150024,599.000000,593.429993,594.530029,594.530029,109000
2019-12-26,595.000000,597.659973,595.000000,597.239990,597.239990,175000
2019-12-27,598.900024,605.940002,593.640015,599.239990,599.239990,309200
2019-12-30,603.090027,603.090027,582.599976,583.849976,583.849976,333900
2019-12-31,582.789978,582.789978,568.940002,571.940002,571.940002,445200
2020-01-02,576.940002,615.840027,576.940002,610.190002,610.190002,589200
2020-01-03,602.619995,609.840027,600.059998,607.799988,607.799988,320900
2020-01-06,601.039978,613.789978,601.000000,606.549988,606.549988,209700
2020-01-07,606.640015,627.969971,604.739990,625.000000,625.000000,480900
2020-01-08,625.000000,637.820007,624.549988,633.440002,633.440002,334600
2020-01-09,643.429993,649.049988,638.590027,646.429993,646.429993,413800
2020-01-10,653.789978,670.150024,648.630005,669.479980,669.479980,680200
2020-01-13,670.440002,697.219971,670.070007,691.099976,691.099976,660800
2020-01-14,690.000000,693.979980,649.239990,652.070007,652.070007,976500
2020-01-15,653.400024,662.570007,640.010010,659.979980,659.979980,592400
2020-01-16,665.830017,667.109985,653.369995,666.460022,666.460022,315200
2020-01-17,671.489990,675.000000,661.770020,673.010010,673.010010,359200
2020-01-21,665.000000,666.770020,647.000000,658.460022,658.460022,590900
2020-01-22,667.460022,677.770020,662.340027,663.150024,663.150024,357200
2020-01-23,660.929993,669.989990,653.380005,663.330017,663.330017,265900
2020-01-24,666.400024,674.890015,654.039978,660.580017,660.580017,272900
2020-01-27,647.000000,655.409973,636.369995,653.859985,653.859985,338200
2020-01-28,661.219971,676.309998,657.770020,674.719971,674.719971,359600
2020-01-29,678.989990,681.000000,666.020020,668.609985,668.609985,367400
2020-01-30,663.299988,672.500000,656.679993,671.080017,671.080017,266800
2020-01-31,670.989990,670.989990,660.929993,663.000000,663.000000,302000
2020-02-03,667.000000,680.619995,665.539978,677.979980,677.979980,340000
2020-02-04,691.440002,711.169983,684.219971,709.859985,709.859985,506100
2020-02-05,725.190002,725.190002,674.010010,675.840027,675.840027,654300
2020-02-06,689.400024,689.400024,668.489990,671.000000,671.000000,395500
2020-02-07,671.000000,678.219971,642.919983,646.020020,646.020020,960400
2020-02-10,647.099976,660.969971,646.150024,658.229980,658.229980,696300
2020-02-11,633.309998,661.989990,608.869995,651.619995,651.619995,1452100
2020-02-12,656.880005,700.960022,655.809998,699.820007,699.820007,926500
2020-02-13,697.869995,720.690002,684.070007,718.530029,718.530029,1111000
2020-02-14,720.869995,735.239990,718.059998,735.010010,735.010010,967900
2020-02-18,734.380005,734.380005,725.000000,728.450012,728.450012,914800
2020-02-19,733.760010,745.000000,732.150024,742.739990,742.739990,530000
2020-02-20,742.789978,756.479980,728.000000,742.590027,742.590027,730800
2020-02-21,739.880005,747.419983,721.489990,735.599976,735.599976,562800
2020-02-24,701.010010,701.010010,666.669983,673.460022,673.460022,1280900
2020-02-25,698.640015,702.000000,626.900024,630.000000,630.000000,1260900
2020-02-26,635.940002,661.840027,626.010010,632.049988,632.049988,1290200
2020-02-27,614.859985,633.169983,600.000000,600.000000,600.000000,869700
2020-02-28,577.030029,617.000000,572.770020,616.030029,616.030029,1050900
2020-03-02,621.239990,643.400024,613.400024,642.109985,642.109985,644400
2020-03-03,649.989990,670.000000,615.909973,624.729980,624.729980,606500
2020-03-04,647.599976,658.950012,642.390015,653.630005,653.630005,471600
2020-03-05,629.250000,647.659973,622.049988,627.880005,627.880005,403400
2020-03-06,600.000000,618.059998,585.890015,614.510010,614.510010,599800
2020-03-09,547.359985,581.979980,537.989990,539.640015,539.640015,1046300
2020-03-10,566.349976,599.080017,546.030029,599.070007,599.070007,808800
2020-03-11,578.010010,583.440002,539.789978,550.719971,550.719971,579800
2020-03-12,496.220001,520.000000,472.250000,502.000000,502.000000,1437400
2020-03-13,534.429993,549.969971,493.799988,535.690002,535.690002,1229400
2020-03-16,455.000000,507.160004,451.000000,467.320007,467.320007,906800
2020-03-17,472.079987,500.000000,425.649994,490.690002,490.690002,1124600
2020-03-18,455.000000,498.100006,422.220001,452.170013,452.170013,1072100
2020-03-19,450.000000,474.089996,436.230011,463.529999,463.529999,673000
2020-03-20,472.880005,525.530029,451.500000,452.880005,452.880005,822200
2020-03-23,453.339996,486.079987,425.380005,457.649994,457.649994,897700
2020-03-24,490.000000,505.220001,477.019989,490.000000,490.000000,839200
2020-03-25,497.429993,518.849976,480.000000,482.649994,482.649994,880000
2020-03-26,489.350006,500.790009,467.149994,489.559998,489.559998,1047700
2020-03-27,479.410004,485.899994,455.410004,471.429993,471.429993,578200
2020-03-30,474.540009,489.339996,470.010010,473.290009,473.290009,640000
2020-03-31,475.859985,499.899994,473.500000,488.579987,488.579987,662000
2020-04-01,466.000000,468.989990,435.040009,447.339996,447.339996,965500
2020-04-02,445.470001,472.200012,443.000000,462.869995,462.869995,795000
2020-04-03,452.720001,460.959991,443.010010,454.470001,454.470001,868500
2020-04-06,473.880005,509.250000,470.089996,506.160004,506.160004,688300
2020-04-07,547.190002,554.929993,507.589996,525.669983,525.669983,711400
2020-04-08,536.250000,548.000000,527.080017,544.000000,544.000000,391200
2020-04-09,551.039978,557.849976,527.080017,533.280029,533.280029,497000
2020-04-13,528.020020,546.989990,517.010010,543.000000,543.000000,401100
2020-04-14,558.719971,577.239990,551.619995,562.020020,562.020020,644500
2020-04-15,551.869995,595.840027,540.900024,588.640015,588.640015,667000
2020-04-16,611.250000,633.200012,590.010010,612.710022,612.710022,932500
2020-04-17,626.179993,628.130005,582.799988,597.500000,597.500000,558200
2020-04-20,593.719971,617.960022,591.000000,601.640015,601.640015,550600
2020-04-21,595.719971,598.150024,562.000000,573.380005,573.380005,546700
2020-04-22,586.989990,615.000000,570.090027,601.049988,601.049988,670000
2020-04-23,609.010010,615.000000,582.130005,586.710022,586.710022,429300
2020-04-24,590.260010,597.130005,553.609985,571.270020,571.270020,728600
2020-04-27,591.429993,593.000000,575.000000,589.469971,589.469971,398800
2020-04-28,592.020020,606.359985,589.000000,598.539978,598.539978,456600
2020-04-29,605.010010,611.760010,591.039978,602.419983,602.419983,497200
2020-04-30,603.869995,606.690002,579.010010,583.510010,583.510010,604100
2020-05-01,571.400024,609.809998,570.010010,605.520020,605.520020,699100
2020-05-04,596.299988,610.400024,592.719971,607.400024,607.400024,415700
2020-05-05,618.849976,633.900024,610.830017,620.940002,620.940002,861800
2020-05-06,734.000000,777.969971,729.090027,742.880005,742.880005,2359100
2020-05-07,750.000000,772.719971,738.679993,772.020020,772.020020,852800
2020-05-08,773.590027,798.099976,761.409973,784.520020,784.520020,629400
2020-05-11,780.000000,805.840027,776.590027,781.109985,781.109985,501000
2020-05-12,785.159973,794.429993,761.250000,762.090027,762.090027,512500
2020-05-13,765.609985,777.979980,753.119995,768.539978,768.539978,645800
2020-05-14,760.030029,778.950012,746.010010,777.270020,777.270020,487300
2020-05-15,764.270020,783.739990,764.270020,775.049988,775.049988,350500
2020-05-18,792.530029,804.650024,786.030029,794.559998,794.559998,426100
2020-05-19,802.880005,827.330017,799.250000,805.960022,805.960022,672500
2020-05-20,821.049988,842.700012,817.219971,828.309998,828.309998,526700
2020-05-21,825.609985,831.020020,802.059998,814.710022,814.710022,482300
2020-05-22,812.989990,843.380005,804.849976,841.309998,841.309998,440500
2020-05-26,859.140015,864.049988,828.320007,834.169983,834.169983,546300
2020-05-27,833.859985,836.289978,783.010010,820.830017,820.830017,647700
2020-05-28,817.109985,838.429993,811.210022,827.159973,827.159973,360300
2020-05-29,835.000000,855.000000,830.950012,851.669983,851.669983,554900
2020-06-01,852.669983,860.710022,842.000000,844.080017,844.080017,298900
2020-06-02,844.500000,867.229980,837.760010,859.770020,859.770020,469000
2020-06-03,865.460022,874.000000,850.650024,853.520020,853.520020,489400
2020-06-04,849.049988,877.679993,838.090027,839.989990,839.989990,452600
2020-06-05,850.000000,871.000000,839.520020,866.929993,866.929993,414000
2020-06-08,866.940002,868.049988,840.429993,858.859985,858.859985,571100
2020-06-09,849.750000,876.729980,848.690002,866.429993,866.429993,388500
2020-06-10,877.000000,892.940002,863.020020,886.780029,886.780029,448300
2020-06-11,873.619995,889.869995,845.859985,855.000000,855.000000,485300
2020-06-12,874.429993,900.799988,869.229980,896.429993,896.429993,761700
2020-06-15,885.859985,940.380005,877.020020,924.000000,924.000000,647800
2020-06-16,958.020020,964.840027,923.250000,950.260010,950.260010,633300
2020-06-17,960.309998,967.270020,928.659973,935.729980,935.729980,491800
2020-06-18,930.000000,937.570007,922.090027,926.020020,926.020020,439800
2020-06-19,929.190002,961.989990,922.500000,952.960022,952.960022,507200
2020-06-22,953.940002,989.000000,953.010010,984.539978,984.539978,502100
2020-06-23,995.299988,998.109985,976.380005,977.489990,977.489990,457000
2020-06-24,978.340027,988.520020,942.000000,953.770020,953.770020,460300
2020-06-25,950.349976,972.950012,944.349976,971.440002,971.440002,333100
2020-06-26,974.510010,985.030029,952.619995,973.169983,973.169983,500800
2020-06-29,970.299988,987.000000,949.979980,980.830017,980.830017,335500
2020-06-30,982.000000,989.989990,971.010010,985.770020,985.770020,301000
2020-07-01,985.000000,993.049988,968.830017,977.140015,977.140015,525600
2020-07-02,991.909973,997.989990,982.599976,988.419983,988.419983,316700
2020-07-06,1001.929993,1035.579956,990.000000,995.929993,995.929993,626400
2020-07-07,1000.580017,1023.479980,986.900024,1007.239990,1007.239990,408300
2020-07-08,1020.750000,1020.979980,1001.440002,1015.000000,1015.000000,386000
2020-07-09,1026.260010,1026.260010,991.820007,1017.450012,1017.450012,455500
2020-07-10,1020.000000,1035.849976,1001.609985,1035.829956,1035.829956,292500
2020-07-13,1058.010010,1125.000000,979.820007,981.969971,981.969971,539000
2020-07-14,972.140015,1000.000000,950.409973,972.630005,972.630005,659600
2020-07-15,978.280029,987.179993,956.809998,971.630005,971.630005,528500
2020-07-16,959.659973,965.719971,945.789978,956.619995,956.619995,329500
2020-07-17,964.619995,972.950012,941.440002,964.719971,964.719971,302800
2020-07-20,980.340027,1029.930054,975.000000,1024.810059,1024.810059,458700
2020-07-21,1059.989990,1059.989990,1013.390015,1018.900024,1018.900024,405100
2020-07-22,1029.150024,1046.800049,1003.830017,1019.390015,1019.390015,341800
2020-07-23,1018.450012,1034.219971,976.820007,982.299988,982.299988,379600
2020-07-24,968.030029,1002.469971,952.219971,988.989990,988.989990,449400
2020-07-27,1004.479980,1081.739990,996.000000,1070.439941,1070.439941,563000
2020-07-28,1063.000000,1066.329956,1039.560059,1039.560059,1039.560059,298000
2020-07-29,1060.680054,1095.349976,1053.750000,1086.910034,1086.910034,475500
2020-07-30,1085.550049,1131.890015,1074.089966,1107.500000,1107.500000,781800
2020-07-31,1147.109985,1150.819946,1085.150024,1124.619995,1124.619995,726400
2020-08-03,1124.989990,1181.989990,1124.989990,1172.619995,1172.619995,521100
2020-08-04,1170.719971,1175.000000,1151.119995,1173.930054,1173.930054,396400
2020-08-05,1186.719971,1234.270020,1181.609985,1225.449951,1225.449951,619400
2020-08-06,1235.339966,1248.219971,1200.150024,1219.959961,1219.959961,423900
2020-08-07,1218.000000,1235.000000,1162.319946,1193.969971,1193.969971,878200
2020-08-10,1267.000000,1270.000000,1090.000000,1124.310059,1124.310059,1101600
2020-08-11,1137.989990,1146.000000,1097.719971,1100.010010,1100.010010,670200
2020-08-12,1117.420044,1138.969971,1101.219971,1111.640015,1111.640015,566800
2020-08-13,1122.510010,1161.819946,1121.000000,1157.050049,1157.050049,839000
2020-08-14,1171.650024,1172.489990,1145.000000,1156.439941,1156.439941,351100
2020-08-17,1171.760010,1197.589966,1165.010010,1189.869995,1189.869995,429000
2020-08-18,1191.000000,1221.319946,1180.000000,1208.640015,1208.640015,443200
2020-08-19,1213.780029,1229.719971,1198.000000,1212.449951,1212.449951,411600
2020-08-20,1200.020020,1221.079956,1195.530029,1218.300049,1218.300049,252900
2020-08-21,1211.000000,1221.060059,1200.000000,1202.280029,1202.280029,291400
2020-08-24,1217.000000,1231.589966,1198.660034,1212.089966,1212.089966,278900
2020-08-25,1210.380005,1233.989990,1200.300049,1224.000000,1224.000000,274400
2020-08-26,1230.060059,1244.150024,1208.209961,1215.930054,1215.930054,463600
2020-08-27,1224.729980,1225.079956,1199.000000,1201.400024,1201.400024,253300
2020-08-28,1208.010010,1220.060059,1172.859985,1178.900024,1178.900024,587200
2020-08-31,1174.750000,1176.300049,1128.560059,1168.589966,1168.589966,705900
2020-09-01,1200.000000,1222.680054,1195.630005,1209.260010,1209.260010,671300
2020-09-02,1221.109985,1225.000000,1171.630005,1195.959961,1195.959961,717600
2020-09-03,1168.479980,1177.380005,1067.920044,1087.119995,1087.119995,1097600
2020-09-04,1085.010010,1102.290039,1000.000000,1083.380005,1083.380005,899700
2020-09-08,1015.080017,1078.699951,1014.539978,1022.530029,1022.530029,714200
2020-09-09,1065.810059,1070.520020,1030.099976,1057.339966,1057.339966,667800
2020-09-10,1069.739990,1090.819946,1030.189941,1040.989990,1040.989990,689100
2020-09-11,1046.349976,1055.000000,1015.489990,1032.979980,1032.979980,405300
2020-09-14,1056.000000,1065.000000,1026.229980,1036.770020,1036.770020,449400
2020-09-15,1051.949951,1054.709961,1015.000000,1029.989990,1029.989990,451300
2020-09-16,1035.000000,1048.810059,1000.510010,1003.000000,1003.000000,462900
2020-09-17,979.989990,995.820007,959.869995,980.150024,980.150024,737900
2020-09-18,987.030029,1005.549988,970.849976,998.059998,998.059998,609700
2020-09-21,984.390015,1012.140015,966.739990,1011.989990,1011.989990,423600
2020-09-22,1023.000000,1061.910034,1011.010010,1060.969971,1060.969971,626800
2020-09-23,1072.719971,1072.719971,1010.599976,1020.960022,1020.960022,547300
2020-09-24,1003.630005,1048.939941,986.830017,1034.630005,1034.630005,553700
2020-09-25,1034.060059,1068.390015,1018.409973,1062.000000,1062.000000,419500
2020-09-28,1101.569946,1107.859985,1070.000000,1093.430054,1093.430054,472400
2020-09-29,1095.430054,1095.430054,1068.000000,1082.869995,1082.869995,235000
2020-09-30,1085.000000,1098.000000,1076.650024,1082.479980,1082.479980,347900
2020-10-01,1097.989990,1117.859985,1095.910034,1115.339966,1115.339966,423900
2020-10-02,1083.550049,1105.000000,1063.699951,1079.329956,1079.329956,405300
2020-10-05,1085.780029,1097.609985,1079.079956,1090.579956,1090.579956,315100
2020-10-06,1086.790039,1116.650024,1085.010010,1091.390015,1091.390015,412500
2020-10-07,1105.699951,1149.000000,1094.859985,1145.000000,1145.000000,555600
2020-10-08,1158.540039,1173.430054,1150.719971,1160.369995,1160.369995,448200
2020-10-09,1165.130005,1202.989990,1162.800049,1199.839966,1199.839966,455200
2020-10-12,1236.229980,1239.000000,1201.890015,1215.750000,1215.750000,542100
2020-10-13,1227.839966,1280.439941,1202.229980,1269.170044,1269.170044,583400
2020-10-14,1270.000000,1283.959961,1217.170044,1238.699951,1238.699951,605400
2020-10-15,1212.130005,1261.920044,1206.000000,1257.890015,1257.890015,468100
2020-10-16,1269.890015,1280.520020,1258.050049,1271.380005,1271.380005,363800
2020-10-19,1273.000000,1298.810059,1266.780029,1284.050049,1284.050049,645100
2020-10-20,1297.989990,1378.500000,1295.010010,1333.660034,1333.660034,741600
2020-10-21,1333.430054,1374.930054,1286.770020,1299.130005,1299.130005,708200
2020-10-22,1293.670044,1316.000000,1269.400024,1294.319946,1294.319946,377400
2020-10-23,1300.010010,1312.670044,1282.739990,1312.160034,1312.160034,262100
2020-10-26,1303.079956,1327.390015,1255.390015,1281.439941,1281.439941,346400
2020-10-27,1285.949951,1293.810059,1267.099976,1282.469971,1282.469971,328200
2020-10-28,1248.000000,1285.989990,1237.459961,1273.589966,1273.589966,325100
2020-10-29,1288.880005,1314.770020,1267.930054,1300.979980,1300.979980,394500
2020-10-30,1279.410034,1292.780029,1195.010010,1214.050049,1214.050049,620100
2020-11-02,1229.449951,1252.000000,1192.140015,1215.859985,1215.859985,406600
2020-11-03,1220.000000,1242.770020,1196.630005,1233.969971,1233.969971,334800
2020-11-04,1282.000000,1321.160034,1275.000000,1315.689941,1315.689941,610100
2020-11-05,1405.099976,1460.000000,1372.760010,1437.800049,1437.800049,902200
2020-11-06,1433.979980,1490.670044,1395.680054,1485.859985,1485.859985,567700
2020-11-09,1445.510010,1450.430054,1330.000000,1330.719971,1330.719971,961700
2020-11-10,1325.880005,1325.930054,1219.140015,1226.030029,1226.030029,1031200
2020-11-11,1274.390015,1339.099976,1267.520020,1304.489990,1304.489990,699700
2020-11-12,1315.000000,1355.000000,1293.560059,1296.000000,1296.000000,631800
2020-11-13,1321.729980,1335.459961,1285.459961,1301.660034,1301.660034,446100
2020-11-16,1286.550049,1311.900024,1275.890015,1286.310059,1286.310059,445800
2020-11-17,1298.040039,1312.530029,1283.000000,1300.810059,1300.810059,400000
2020-11-18,1305.310059,1327.410034,1290.890015,1318.089966,1318.089966,498300
2020-11-19,1324.959961,1383.959961,1312.310059,1370.300049,1370.300049,484900
2020-11-20,1372.930054,1423.969971,1365.579956,1416.989990,1416.989990,615200
2020-11-23,1431.469971,1458.099976,1413.989990,1451.770020,1451.770020,638800
2020-11-24,1458.290039,1460.650024,1401.349976,1439.280029,1439.280029,582400
2020-11-25,1447.910034,1484.229980,1445.000000,1480.359985,1480.359985,489400
2020-11-27,1480.000000,1519.180054,1463.270020,1513.430054,1513.430054,286800
2020-11-30,1529.510010,1558.260010,1475.849976,1553.329956,1553.329956,722600
2020-12-01,1556.040039,1577.000000,1516.550049,1521.660034,1521.660034,558100
